1	0
33.209841	-87.569173
35.198284	-111.651302
32.221743	-110.926479
33.494170	-111.926052
33.425510	-111.940005
38.581572	-121.494400
38.544907	-121.740517
38.339637	-122.701098
37.774929	-122.419415
37.871593	-122.272747
36.974117	-122.030796
37.424106	-122.166076
34.420831	-119.698190
34.238125	-118.530123
34.068921	-118.445181
34.060325	-118.206066
34.147785	-118.144515
33.770050	-118.193740
33.979179	-118.032844
34.055103	-117.749991
33.683947	-117.794694
33.953349	-117.396156
34.096676	-117.719779
32.774770	-117.071665
32.908987	-117.121553
32.880060	-117.234014
40.014986	-105.270546
39.737567	-104.984718
41.562321	-72.650649
41.355654	-72.099521
41.308274	-72.927883
39.683723	-75.749657
38.907192	-77.036871
29.651634	-82.324826
28.538335	-81.379237
28.083627	-80.608109
26.122439	-80.137317
34.275000	-85.183333
33.748995	-84.387982
30.832702	-83.278485
42.045072	-87.687697
41.878114	-87.629798
40.110588	-88.207270
41.473095	-87.061141
41.676355	-86.251990
39.644490	-86.864732
39.165325	-86.526386
38.714226	-85.473571
40.193377	-85.386360
39.828937	-84.890238
42.034722	-93.620000
41.600545	-93.609106
41.661128	-91.530168
39.055824	-95.689018
38.971669	-95.235250
39.563052	-95.121636
37.747857	-84.294654
36.968522	-86.480804
30.458283	-91.140320
43.914016	-69.966996
44.883113	-68.671941
44.552011	-69.631712
44.100351	-70.214776
39.401496	-76.601912
39.290385	-76.612189
38.989697	-76.937760
42.377003	-71.116660
42.360091	-71.094160
41.966770	-71.186996
42.358431	-71.059773
42.418430	-71.106164
42.296797	-71.292388
42.325090	-72.641201
42.366667	-72.516667
42.259173	-72.574793
42.712020	-73.203690
42.736979	-84.483865
42.280826	-83.743038
42.241150	-83.612994
42.331427	-83.045754
44.953703	-93.089958
44.983334	-93.266670
44.163578	-93.999400
46.873765	-96.767804
44.458298	-93.161604
33.450400	-88.818387
34.366495	-89.519248
38.627003	-90.199404
38.951705	-92.334072
37.208957	-93.292299
45.677778	-111.047222
46.878718	-113.996586
40.809722	-96.675278
43.702245	-72.289553
40.357298	-74.667223
40.539722	-74.466389
34.058400	-106.891416
35.110703	-106.609991
32.319940	-106.763654
43.161030	-77.610922
42.795896	-77.816947
42.443961	-76.501881
42.827014	-75.544624
42.452857	-75.063775
42.814243	-73.939569
41.700371	-73.920970
40.807536	-73.962573
40.809395	-73.963384
40.768702	-73.964876
40.925654	-73.140943
35.913200	-79.055845
36.072635	-79.791975
36.216795	-81.674552
41.663938	-83.555212
41.499320	-81.694361
40.915336	-81.105931
39.329240	-82.101255
39.961176	-82.998794
41.099780	-80.649519
40.298672	-83.067965
35.222567	-97.439478
40.440625	-79.995886
39.987799	-75.306233
40.793395	-77.860001
41.241190	-77.001079
40.202500	-77.195000
40.037875	-76.305514
40.037583	-75.349181
39.902057	-75.349912
39.952335	-75.163789
34.683438	-82.837365
34.000710	-81.034814
32.776475	-79.931051
35.845621	-86.390270
36.166667	-86.783333
35.960638	-83.920739
36.313440	-82.353473
32.755488	-97.330766
31.603513	-94.655487
30.627977	-96.334407
30.267153	-97.743061
29.760193	-95.369390
40.760779	-111.891047
40.233844	-111.658534
42.859526	-72.725927
37.229573	-80.413939
37.242375	-78.459717
38.029306	-78.476678
38.846224	-77.306373
47.606209	-122.332071
48.759553	-122.488225
46.064581	-118.343021
42.584742	-87.821185
43.073052	-89.401230
41.311367	-105.591101
